,id,rank,loc,legalStatus,currentStatus,type,title,applicant,applicationDate,mainIpc,applicationNumber,documentNumber,documentDate,inventor,applicantType,ipc,cpc,imagePath,summary
285,CN112971308A,0,,公开,公开,发明公开,一种可快速定型烫发器,温州市日增电器有限公司,2021-04-15,A45D1/18,CN202110406762.1,CN112971308A,2021-06-18,董达,企业,A45D1/18; A45D1/04; A45D1/28; A45D2/38,,/CN/2021/1/81/images/202110406762.jpg,本发明公开涉及一种可快速定型烫发器，包括有烫发部和手柄部，所述烫发部外周面上设有若干烫发齿，烫发部内设有用于给烫发齿加热的加热件，还包括有电路板和控制加热件工作的温控开关，加热件和温控开关均与电路板电连接，手柄部和烫发部之间设有冷风室，冷风室内置风机，所述冷风室侧壁上设有进风孔和出风孔，出风孔朝向烫发部设置，风机的进气端与进风孔对应设置，风机的出气端与出风孔对应设置，还包括有用于控制风机工作的控制开关，风机与控制开关与电路板电连接，在卷发或者直发热定型后，可以及时的给烫发器上的头发进行冷却定型，而且手柄内的零部件也比较少，手持的时候也比较方便，而且结构简单、携带方便、造型也更加美观。
286,CN112964841A,0,,公开,公开,发明公开,空气检测装置,珠海格力电器股份有限公司,2021-04-15,G01N33/00,CN202110405892.3,CN112964841A,2021-06-15,王堃; 胡镇韬; 毛建平; 王墅; 伍晨迪; 贾林虎,企业,G01N33/00,,/CN/2021/1/81/images/202110405892.jpg,本申请涉及一种空气检测装置。该空气检测装置包括：用于采集第一气体的采样部，采样部具有用于容纳第一气体的通道；分解件，设于通道，用于分解穿透其自身的第一气体中的甲醛以得到第二气体；及检测部，用于检测第一气体的二氧化碳浓度和第二气体的二氧化碳浓度，以根据第一气体的二氧化碳浓度和第二气体的二氧化碳浓度的差值得到第一气体中的甲醛浓度。与现有技术相比，本申请通过利用分解件将第一气体中的甲醛进行分解得到第二气体，根据第一气体和第二气体的二氧化碳浓度的差值计算第一气体中的甲醛浓度，检测成本低且检测精度高。
287,CN112964412A,0,,公开,公开,发明公开,一种简易的测井电缆张力测量及张力突变报警装置,衡水市水利科学研究院,2021-04-15,G01L5/04,CN202110407300.1,CN112964412A,2021-06-15,孙健; 李虎; 司振沄; 张海森; 张金广; 马增文; 魏士英; 贾金利; 李建华,科研院所,G01L5/04; E21B47/00,,/CN/2021/1/81/images/202110407300.jpg,"本发明公开了一种简易的测井电缆张力测量及张力突变报警装置，包括底座隔板、外壳及张力显示器,所述隔板垂直固定在底座中部顶面上，底座前端安装有前后翻动的前合页,张力轮通过张力轮轴转动安装在前合页顶面上，张力轮轴一端加长并在加长端的轴壁上分别连接电缆张力测量装置和电缆张力突变报警装置，所述隔板下部安装有直流电源和继电器,隔板上方罩盖固定有外壳,外壳顶部安装有声光报警器和手动开关，张力显示器外置于操作人员便于观察位置处；本发明集测量、报警、控制于一体，结构紧凑小巧、造价低廉、安装方便、易于维修保养，降低了对井口滑轮的安装要求和操作人员的业务技能要求，特别适合小型测井绞车装配。"
288,CN112952740A,0,,公开,公开,发明公开,一种变压器低压侧出口的控制装置,云南电网有限责任公司电力科学研究院,2021-04-15,H02H3/00,CN202110403590.2,CN112952740A,2021-06-11,李富祥; 阮诗田; 张丽海; 钟健; 周昊; 施冬明; 陈余; 赵海波; 王洪林; 李维; 谢宗禄,企业,H02H3/00,,/CN/2021/1/80/images/202110403590.jpg,本申请涉及配电线路保护领域，具体提供一种变压器低压侧出口的控制装置，所述装置包括：外接电源、电磁继电器、断路器、穿心式电流互感器、二极管和电流表。所述外接电源通过所述电磁继电器的常闭开关K与所述断路器连通，所述穿心式电流互感器的低压侧绕组的一端引线依次连接电磁继电器的线圈、电流表和所述二极管，且所述二级管的正极连接电流表，所述穿心式电流互感器耦接在变压器低压侧线路上，所述断路器设置在变压器低压侧线路上，且相对于所述穿心式电流互感器更靠近所述变压器。本申请提供的变压器低压侧出口的控制装置，可实现反送电时，断开变压器低压侧配电线路。
289,CN112932714A,0,,公开,公开,发明公开,一种气液混合连续出水的冲牙器,深圳市奥斯其电器有限公司,2021-04-15,A61C17/02,CN202110407674.3,CN112932714A,2021-06-11,宋家伟; 宋光荣; 宋嘉豪; 宋婉祯,企业,A61C17/02,,/CN/2021/1/81/images/202110407674.jpg,本发明公开一种气液混合连续出水的冲牙器，设有水箱、气泵和用于将水和空气混合的混合三通，所述混合三通的三个口分别为出液口、进气口和进水口，所述水箱与进水口连接，所述气泵与进气口连接，所述进气口和气泵之间设有储存空气的气缸，所述气缸和进气口之间设有控制空气从气缸释放的电磁阀。本发明的气液混合连续出水的冲牙器在现有的气液混合冲牙器基础上增设了气缸，气缸能够储存压缩空气，在气泵过热暂停运行时也能够持续地释放空气，使得冲牙器能够连续出水，用户无需等待气泵冷却；此外设置气缸能够使得气泵的运行与用户的使用相互独立，能够对气泵起到良好的保护作用，有效增长冲牙器的使用寿命。
290,CN112923410A,0,,实质审查,实质审查,发明公开,一种聚能锅架及燃气灶,杭州老板电器股份有限公司,2021-04-15,F24C15/10,CN202110404730.8,CN112923410A,2021-06-08,任富佳; 叶步青; 颜运宇; 任有忠; 吴伟良,企业,F24C15/10; F24C15/22,,/CN/2021/1/80/images/202110404730.jpg,本发明提供一种聚能锅架及燃气灶，涉及厨房用具的技术领域，该聚能锅架包括间隔设置的第一层盘和第二层盘，第一层盘和第二层盘之间形成围绕燃烧孔的环状空腔；第一层盘的盘面上立设有至少两个环绕燃烧孔的挡圈，挡圈之间间隔设置，形成烟气回流区。通过本发明，缓解了现有的燃气灶的热交换损失高，热交换效率低，烟气的能量利用率低，燃气灶的燃烧热效率低的技术问题。
291,CN112923409A,0,,实质审查,实质审查,发明公开,一种聚能圈及燃气灶,杭州老板电器股份有限公司,2021-04-15,F24C15/10,CN202110404031.3,CN112923409A,2021-06-08,任富佳; 吴蔚; 颜运宇; 任有忠; 曾庆中; 吴伟良,企业,F24C15/10; F24C15/22,,/CN/2021/1/80/images/202110404031.jpg,本发明提供了一种聚能圈及燃气灶，涉及厨房用具的技术领域，该聚能圈包括第一盘体和第二盘体；第一盘体坐设在第二盘体内；第一盘体和第二盘体均为环状，第一盘体的内圈和第二盘体的内圈密闭连接，构成内连接边；第一盘体的外圈和第二盘体的外圈密闭连接，构成外连接边；第一盘体和第二盘体之间间隔形成环状空腔；内连接边的第一盘体的一侧回转设有朝向外连接边且围绕环状空腔的回转边。通过本发明，缓解了现有的聚能圈无法高效利用燃烧前期的烟气，且会吸入过量的二次空气降低火焰温度，降低热效率的技术问题。
292,CN112923079A,0,,实质审查,实质审查,发明公开,双重密封阀,浙江科博电器有限公司,2021-04-15,F16K1/44,CN202110407000.3,CN112923079A,2021-06-08,张克海; 赵程伟,企业,F16K1/44; F16K1/46; F16K31/06,,/CN/2021/1/81/images/202110407000.jpg,本发明涉及一种双重密封阀，包括阀体、主密封件、主阀杆及驱动组件，所述的阀体内设置有流道，驱动组件驱动与主密封件联动的主阀杆升降以控制流道的通断，阀体内设置有与主密封件相对且端部与流道主密封件密封配合的环形分隔壁，将流道分隔为进水侧及出水侧，还包括与主阀杆联动的副密封件，副密封件在主密封件与环形分隔壁端部密封配合时与环形分隔壁内侧密封配合。采用上述方案，本发明提供一种提高密封性能的双重密封阀。
293,CN112899464A,0,,实质审查,实质审查,发明公开,一种可折弯柔性锌包钢防雷接地线的表面强化方法,浙江华甸防雷科技股份有限公司,2021-04-15,C21D9/52,CN202110405773.8,CN112899464A,2021-06-04,刘昌恩; 黄会忠,企业,C21D9/52; B22D11/12; B24C1/00,,/CN/2021/1/81/images/202110405773.jpg,本发明提供了一种可折弯柔性锌包钢防雷接地线的表面强化方法，包括如下步骤：(1)将低碳钢进行校直处理、水平连铸处理得到锌包钢；(2)将所述的锌包钢进行表面强化处理即成。本发明所述的可折弯柔性锌包钢防雷接地线的表面强化方法生产柔性锌包钢产品是在传统的水平连铸生产的基础上进行了金属表面强化与金属回火强化的工艺，产品加工无论是表面强化与金属回火都生产工艺简单、容易掌握，金属表面强化配有专门的除尘排放系统，符合环保要求。
294,CN112886459A,0,,实质审查,实质审查,发明公开,高低压预装式变电站,安徽蓝翔电器成套设备有限公司,2021-04-15,H02B7/06,CN202110403675.0,CN112886459A,2021-06-01,姚强; 傅俊,企业,H02B7/06; H02B1/28; H02B1/54; H02B1/56,,/CN/2021/1/80/images/202110403675.jpg,本发明公开了一种高低压预装式变电站，包括底座、外箱体、电机、内箱体、承载板和电器柜，其特征在于：所述的外箱体设置在底座上，在外箱体底部侧壁上设置有进气孔，所述的进气孔内设置有风扇一，所述的电机设置在外箱体内顶部，所述的内箱体外侧壁上设置有连接板，所述的出风管内设置有风扇二，所述的承载板上设置有连接孔、通气槽，所述的电器柜设置在承载板上。本发明在承载板与内箱体底部及承载板与紧固螺筒之间设置有弹簧，在承载板与内箱体底部及承载板与紧固螺筒之间均设置有弹簧，提高承载板在定位螺柱上的平稳性，进而提高电器柜的平稳性，增强变电站的减震效果，另一方面也能提高电器柜随内箱体上下移动过程中的稳定性。
295,CN112875945A,0,,公开,公开,发明公开,一种电化学循环水处理系统及其工艺,浙江安耐杰科技股份有限公司,2021-04-15,C02F9/06,CN202110406164.4,CN112875945A,2021-06-01,郭洪飞; 杨宝良; 李爽; 罗雅琳; 毛晶璘; 梁阳阳; 邹鹏飞,企业,C02F9/06; C02F1/469; C02F101/10; C02F101/12; C02F101/14; C02F101/16; C02F101/20,,/CN/2021/1/81/images/202110406164.jpg,本发明涉及一种电化学循环水处理系统及其工艺，包括ECDT淡水处理单元、水池、前置过滤器、管阀系统、电源系统、检测仪表、电器控制系统，所述水池中存储的水是经过预处理后形成原水，原水由原水池流出后通过管阀系统流向ECDT淡水处理单元，所述ECDT淡水处理单元经加电吸附处理后将原水净化流向净水池，所述ECDT淡水处理单元两端还连接有中水池，当ECDT淡水处理单元需要冲洗时，先用中水池水冲洗，冲洗的水通入废水管道，再通入原水对ECDT模组进行冲洗，冲洗后的水进入中水池用于下个再生周期的重复利用。本发明不仅可以将引发水垢的离子去除，且循环水中所有带电粒子均可去除，如引起结垢的钙离子、碳酸根、重碳酸根，对系统有腐蚀作用的氯化物、硫酸盐。
